.Ipsm.Itrquad.I_rqtr.I0.I34.I10.I_enjoint.I_jcb,211,235
.Ipsm.Itrquad.I_rqtr.I0.I34.I10.I_hilojoint.I_jcb,210,235
.Ipsm.Itrquad.I_rqtr.I0.I34.I6.I_enjoint.I_jcb,231,235
.Ipsm.Itrquad.I_rqtr.I0.I34.I6.I_hilojoint.I_jcb,230,235
.Ipsm.Itrquad.I_rqtr.I0.I34.I7.I_enjoint.I_jcb,226,235
.Ipsm.Itrquad.I_rqtr.I0.I34.I7.I_hilojoint.I_jcb,225,235
.Ipsm.Itrquad.I_rqtr.I0.I34.I8.I_enjoint.I_jcb,220,235
.Ipsm.Itrquad.I_rqtr.I0.I34.I8.I_hilojoint.I_jcb,219,235
.Ipsm.Itrquad.I_rqtr.I0.I34.I9.I_enjoint.I_jcb,216,235
.Ipsm.Itrquad.I_rqtr.I0.I34.I9.I_hilojoint.I_jcb,215,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I10.I_enjoint.I_jcb,237,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I10.I_hilojoint.I_jcb,236,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I6.I_enjoint.I_jcb,257,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I6.I_hilojoint.I_jcb,256,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I7.I_enjoint.I_jcb,252,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I7.I_hilojoint.I_jcb,251,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I8.I_enjoint.I_jcb,246,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I8.I_hilojoint.I_jcb,245,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I9.I_enjoint.I_jcb,242,235
.Ipsm.Itrquad.I_rqtr.I0.I35.I9.I_hilojoint.I_jcb,241,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I10.I_enjoint.I_jcb,289,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I10.I_hilojoint.I_jcb,288,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I6.I_enjoint.I_jcb,309,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I6.I_hilojoint.I_jcb,308,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I7.I_enjoint.I_jcb,304,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I7.I_hilojoint.I_jcb,303,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I8.I_enjoint.I_jcb,298,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I8.I_hilojoint.I_jcb,297,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I9.I_enjoint.I_jcb,294,235
.Ipsm.Itrquad.I_rqtr.I0.I36.I9.I_hilojoint.I_jcb,293,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I10.I_enjoint.I_jcb,263,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I10.I_hilojoint.I_jcb,262,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I6.I_enjoint.I_jcb,283,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I6.I_hilojoint.I_jcb,282,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I7.I_enjoint.I_jcb,278,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I7.I_hilojoint.I_jcb,277,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I8.I_enjoint.I_jcb,272,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I8.I_hilojoint.I_jcb,271,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I9.I_enjoint.I_jcb,268,235
.Ipsm.Itrquad.I_rqtr.I0.I37.I9.I_hilojoint.I_jcb,267,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I10.I_enjoint.I_jcb,107,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I10.I_hilojoint.I_jcb,106,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I6.I_enjoint.I_jcb,127,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I6.I_hilojoint.I_jcb,126,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I7.I_enjoint.I_jcb,122,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I7.I_hilojoint.I_jcb,121,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I8.I_enjoint.I_jcb,116,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I8.I_hilojoint.I_jcb,115,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I9.I_enjoint.I_jcb,112,235
.Ipsm.Itrquad.I_rqtr.I3.I34.I9.I_hilojoint.I_jcb,111,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I10.I_enjoint.I_jcb,133,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I10.I_hilojoint.I_jcb,132,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I6.I_enjoint.I_jcb,153,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I6.I_hilojoint.I_jcb,152,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I7.I_enjoint.I_jcb,148,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I7.I_hilojoint.I_jcb,147,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I8.I_enjoint.I_jcb,142,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I8.I_hilojoint.I_jcb,141,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I9.I_enjoint.I_jcb,138,235
.Ipsm.Itrquad.I_rqtr.I3.I35.I9.I_hilojoint.I_jcb,137,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I10.I_enjoint.I_jcb,185,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I10.I_hilojoint.I_jcb,184,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I6.I_enjoint.I_jcb,205,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I6.I_hilojoint.I_jcb,204,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I7.I_enjoint.I_jcb,200,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I7.I_hilojoint.I_jcb,199,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I8.I_enjoint.I_jcb,194,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I8.I_hilojoint.I_jcb,193,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I9.I_enjoint.I_jcb,190,235
.Ipsm.Itrquad.I_rqtr.I3.I36.I9.I_hilojoint.I_jcb,189,235
.Ipsm.Itrquad.I_rqtr.I3.I37.I10.I_enjoint.I_jcb,159,235
.Ipsm.Itrquad.I_rqtr.I3.I37.I10.I_hilojoint.I_jcb,158,235
.Ipsm.Itrquad.I_rqtr.I3.I37.I6.I_enjoint.I_jcb,179,235
.Ipsm.Itrquad.I_rqtr.I3.I37.I6.I_hilojoint.I_jcb,178,235
.Ipsm.Itrquad.I_rqtr.I3.I37.I7.I_enjoint.I_jcb,174,235
.Ipsm.Itrquad.I_rqtr.I3.I37.I7.I_hilojoint.I_jcb,173,235
.Ipsm.Itrquad.I_rqtr.I3.I37.I8.I_enjoint.I_jcb,168,235
.Ipsm.Itrquad.I_rqtr.I3.I37.I8.I_hilojoint.I_jcb,167,235
.Ipsm.Itrquad.I_rqtr.I3.I37.I9.I_enjoint.I_jcb,164,235
