.Ipsm.Itlquad.I_lqtr.I0.I34.I10.I_enjoint.I_jcb,134,235
.Ipsm.Itlquad.I_lqtr.I0.I34.I10.I_hilojoint.I_jcb,133,235
.Ipsm.Itlquad.I_lqtr.I0.I34.I6.I_enjoint.I_jcb,154,235
.Ipsm.Itlquad.I_lqtr.I0.I34.I6.I_hilojoint.I_jcb,153,235
.Ipsm.Itlquad.I_lqtr.I0.I34.I7.I_enjoint.I_jcb,149,235
.Ipsm.Itlquad.I_lqtr.I0.I34.I7.I_hilojoint.I_jcb,148,235
.Ipsm.Itlquad.I_lqtr.I0.I34.I8.I_enjoint.I_jcb,143,235
.Ipsm.Itlquad.I_lqtr.I0.I34.I8.I_hilojoint.I_jcb,142,235
.Ipsm.Itlquad.I_lqtr.I0.I34.I9.I_enjoint.I_jcb,139,235
.Ipsm.Itlquad.I_lqtr.I0.I34.I9.I_hilojoint.I_jcb,138,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I10.I_enjoint.I_jcb,160,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I10.I_hilojoint.I_jcb,159,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I6.I_enjoint.I_jcb,180,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I6.I_hilojoint.I_jcb,179,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I7.I_enjoint.I_jcb,175,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I7.I_hilojoint.I_jcb,174,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I8.I_enjoint.I_jcb,169,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I8.I_hilojoint.I_jcb,168,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I9.I_enjoint.I_jcb,165,235
.Ipsm.Itlquad.I_lqtr.I0.I35.I9.I_hilojoint.I_jcb,164,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I10.I_enjoint.I_jcb,212,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I10.I_hilojoint.I_jcb,211,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I6.I_enjoint.I_jcb,232,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I6.I_hilojoint.I_jcb,231,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I7.I_enjoint.I_jcb,227,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I7.I_hilojoint.I_jcb,226,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I8.I_enjoint.I_jcb,221,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I8.I_hilojoint.I_jcb,220,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I9.I_enjoint.I_jcb,217,235
.Ipsm.Itlquad.I_lqtr.I0.I36.I9.I_hilojoint.I_jcb,216,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I10.I_enjoint.I_jcb,186,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I10.I_hilojoint.I_jcb,185,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I6.I_enjoint.I_jcb,206,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I6.I_hilojoint.I_jcb,205,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I7.I_enjoint.I_jcb,201,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I7.I_hilojoint.I_jcb,200,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I8.I_enjoint.I_jcb,195,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I8.I_hilojoint.I_jcb,194,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I9.I_enjoint.I_jcb,191,235
.Ipsm.Itlquad.I_lqtr.I0.I37.I9.I_hilojoint.I_jcb,190,235
.Ipsm.Itlquad.I_lqtr.I4.I34.I10.I_enjoint.I_jcb,342,235
