.Ipsm.Ibrquad.I_rqtr.I0.I34.I10.I_enjoint.I_jcb,211,208
.Ipsm.Ibrquad.I_rqtr.I0.I34.I10.I_hilojoint.I_jcb,210,208
.Ipsm.Ibrquad.I_rqtr.I0.I34.I6.I_enjoint.I_jcb,231,208
.Ipsm.Ibrquad.I_rqtr.I0.I34.I6.I_hilojoint.I_jcb,230,208
.Ipsm.Ibrquad.I_rqtr.I0.I34.I7.I_enjoint.I_jcb,226,208
.Ipsm.Ibrquad.I_rqtr.I0.I34.I7.I_hilojoint.I_jcb,225,208
.Ipsm.Ibrquad.I_rqtr.I0.I34.I8.I_enjoint.I_jcb,220,208
.Ipsm.Ibrquad.I_rqtr.I0.I34.I8.I_hilojoint.I_jcb,219,208
.Ipsm.Ibrquad.I_rqtr.I0.I34.I9.I_enjoint.I_jcb,216,208
.Ipsm.Ibrquad.I_rqtr.I0.I34.I9.I_hilojoint.I_jcb,215,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I10.I_enjoint.I_jcb,237,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I10.I_hilojoint.I_jcb,236,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I6.I_enjoint.I_jcb,257,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I6.I_hilojoint.I_jcb,256,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I7.I_enjoint.I_jcb,252,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I7.I_hilojoint.I_jcb,251,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I8.I_enjoint.I_jcb,246,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I8.I_hilojoint.I_jcb,245,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I9.I_enjoint.I_jcb,242,208
.Ipsm.Ibrquad.I_rqtr.I0.I35.I9.I_hilojoint.I_jcb,241,208
.Ipsm.Ibrquad.I_rqtr.I0.I36.I10.I_enjoint.I_jcb,289,208
.Ipsm.Ibrquad.I_rqtr.I0.I36.I10.I_hilojoint.I_jcb,288,208
.Ipsm.Ibrquad.I_rqtr.I0.I36.I6.I_enjoint.I_jcb,309,208
.Ipsm.Ibrquad.I_rqtr.I0.I36.I6.I_hilojoint.I_jcb,308,208
.Ipsm.Ibrquad.I_rqtr.I0.I36.I7.I_enjoint.I_jcb,304,208
.Ipsm.Ibrquad.I_rqtr.I0.I36.I7.I_hilojoint.I_jcb,303,208
